text,category,sentiment
镇坪路站有一些乘客排队 for commuters,Other,neutral
大世界站电梯坏了，很不方便 for commuters,Accessibility,negative
大世界站今天很准时，请尽快处理,Delay,positive
虹口足球场站无障碍通道不好找,Accessibility,negative
Nanjing Rd (E) is clean and comfortable during rush hour,Cleanliness,positive
Hongkou Stadium was not crowded today for commuters,Crowding,positive
Changshu Rd has convenient accessibility for commuters,Accessibility,positive
徐家汇站人多到挤不上车 for commuters,Crowding,negative
Nanjing Rd (E) feels dirty today，请尽快处理,Cleanliness,negative
豫园站很干净 today,Cleanliness,positive
Hongkou Stadium was on time today for commuters,Delay,positive
Jing'an Temple has convenient accessibility for commuters,Accessibility,positive
陆家嘴站扶梯口推搡很危险 today,Safety,negative
豫园站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Dashijie has convenient accessibility today,Accessibility,positive
浦东机场站扶梯口推搡很危险，影响通勤体验,Safety,negative
Caoyang Rd feels dirty today，影响通勤体验,Cleanliness,negative
上海南站站施工声音太吵，影响通勤体验,Noise,negative
莘庄站今天客流正常,Other,neutral
Hanzhong Rd feels dirty today for commuters,Cleanliness,negative
江苏路站今天很准时，影响通勤体验,Delay,positive
海伦路站有异味，环境太差,Cleanliness,negative
曹杨路站无障碍通道不好找,Accessibility,negative
Yu Garden is packed during rush hour，影响通勤体验,Crowding,negative
上海南站站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
Zhenping Rd elevator is broken and not accessible，请尽快处理,Accessibility,negative
莘庄站今天很安静 today,Noise,positive
豫园站今天客流正常 for commuters,Other,neutral
莘庄站今天很安静，影响通勤体验,Noise,positive
南京东路站施工声音太吵，请尽快处理,Noise,negative
虹桥火车站站电梯坏了，很不方便 for commuters,Accessibility,negative
Dashijie had a serious delay this morning,Delay,negative
曹杨路站今天很准时，影响通勤体验,Delay,positive
Jing'an Temple was on time today,Delay,positive
江苏路站今天很安静,Noise,positive
江苏路站人流组织不好，存在安全问题 for commuters,Safety,negative
豫园站地面有垃圾，卫生不好 today,Cleanliness,negative
常熟路站有异味，环境太差 during rush hour,Cleanliness,negative
Lujiazui feels dirty today during rush hour,Cleanliness,negative
Nanjing W. Rd feels safe and well managed during rush hour,Safety,positive
东方体育中心站早高峰太挤了 today,Crowding,negative
Pudong Intl Airport feels unsafe at the platform，请尽快处理,Safety,negative
人民广场站今天很准时,Delay,positive
上海火车站站广播太响，噪音很大，请尽快处理,Noise,negative
上海南站站很干净 today,Cleanliness,positive
Jing'an Temple is clean and comfortable，影响通勤体验,Cleanliness,positive
Changshu Rd feels unsafe at the platform,Safety,negative
虹桥火车站站有异味，环境太差 for commuters,Cleanliness,negative
海伦路站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
Hanzhong Rd feels unsafe at the platform，影响通勤体验,Safety,negative
Changshu Rd is packed during rush hour，影响通勤体验,Crowding,negative
上海南站站今天很准时，请尽快处理,Delay,positive
Hanzhong Rd is clean and comfortable，影响通勤体验,Cleanliness,positive
Laoximen elevator is broken and not accessible today,Accessibility,negative
宜山路站秩序很好，很安全,Safety,positive
Zhongshan Park is packed during rush hour，请尽快处理,Crowding,negative
南京西路站人流组织不好，存在安全问题 during rush hour,Safety,negative
服务记录已更新,Other,neutral
汉中路站很干净 for commuters,Cleanliness,positive
江苏路站秩序很好，很安全 today,Safety,positive
世纪大道站早高峰太挤了，影响通勤体验,Crowding,negative
中山公园站今天客流正常,Other,neutral
镇坪路站人流组织不好，存在安全问题，影响通勤体验,Safety,negative
徐家汇站有一些乘客排队 during rush hour,Other,neutral
Shaanxi S. Rd was on time today，影响通勤体验,Delay,positive
中山公园站电梯坏了，很不方便 today,Accessibility,negative
陕西南路站今天很安静，请尽快处理,Noise,positive
汉中路站无障碍通道不好找，影响通勤体验,Accessibility,negative
南京西路站今天很安静 for commuters,Noise,positive
Dashijie feels unsafe at the platform,Safety,negative
豫园站广播太响，噪音很大,Noise,negative
豫园站今天人流顺畅，影响通勤体验,Crowding,positive
Pudong Intl Airport feels unsafe at the platform，请尽快处理,Safety,negative
Jing'an Temple is clean and comfortable，请尽快处理,Cleanliness,positive
Oriental Sports Ctr has normal passenger flow today for commuters,Other,neutral
Xujiahui has normal passenger flow today,Other,neutral
东方体育中心站电梯坏了，很不方便,Accessibility,negative
Hanzhong Rd had a serious delay this morning during rush hour,Delay,negative
曹杨路站很干净 during rush hour,Cleanliness,positive
Jing'an Temple is too noisy today today,Noise,negative
海伦路站今天人流顺畅,Crowding,positive
Nanjing Rd (E) was quiet today today,Noise,positive
Hanzhong Rd feels safe and well managed for commuters,Safety,positive
上海火车站站人流组织不好，存在安全问题 during rush hour,Safety,negative
Yishan Rd had a serious delay this morning for commuters,Delay,negative
Oriental Sports Ctr is packed during rush hour for commuters,Crowding,negative
人民广场站很干净 today,Cleanliness,positive
Nanjing W. Rd feels safe and well managed today,Safety,positive
Zhenping Rd feels unsafe at the platform during rush hour,Safety,negative
莘庄站广播太响，噪音很大,Noise,negative
陕西南路站电梯方便，无障碍体验很好，请尽快处理,Accessibility,positive
South Shanghai Railway was on time today,Delay,positive
南京西路站人多到挤不上车，影响通勤体验,Crowding,negative
宜山路站很干净 today,Cleanliness,positive
Hongkou Stadium is clean and comfortable，影响通勤体验,Cleanliness,positive
Nanjing W. Rd was not crowded today today,Crowding,positive
陆家嘴站秩序很好，很安全,Safety,positive
曹杨路站有一些乘客排队 for commuters,Other,neutral
No clear station issue in this text,Other,neutral
汉中路站今天很安静，请尽快处理,Noise,positive
南京西路站等了很久还是没有车,Delay,negative
江苏路站有异味，环境太差，请尽快处理,Cleanliness,negative
东方体育中心站今天很安静 today,Noise,positive
Nanjing Rd (E) is clean and comfortable，影响通勤体验,Cleanliness,positive
Hanzhong Rd had a serious delay this morning today,Delay,negative
四平路站今天晚点太严重了 for commuters,Delay,negative
Jing'an Temple has convenient accessibility during rush hour,Accessibility,positive
东方体育中心站很干净，影响通勤体验,Cleanliness,positive
Hanzhong Rd feels dirty today,Cleanliness,negative
上海南站站有异味，环境太差，影响通勤体验,Cleanliness,negative
徐家汇站今天很准时，请尽快处理,Delay,positive
上海火车站站有异味，环境太差 today,Cleanliness,negative
静安寺站广播太响，噪音很大，请尽快处理,Noise,negative
陆家嘴站今天客流正常 today,Other,neutral
Dashijie has convenient accessibility today,Accessibility,positive
大世界站有异味，环境太差，影响通勤体验,Cleanliness,negative
People's Square is too noisy today today,Noise,negative
龙阳路站早高峰太挤了,Crowding,negative
中山公园站电梯坏了，很不方便 during rush hour,Accessibility,negative
Shaanxi S. Rd feels safe and well managed today,Safety,positive
大世界站施工声音太吵,Noise,negative
Hanzhong Rd is too noisy today，影响通勤体验,Noise,negative
陆家嘴站电梯方便，无障碍体验很好 today,Accessibility,positive
南京西路站秩序很好，很安全 for commuters,Safety,positive
上海火车站站今天很安静 during rush hour,Noise,positive
Longyang Road was not crowded today during rush hour,Crowding,positive
曹杨路站广播太响，噪音很大 today,Noise,negative
虹口足球场站人流组织不好，存在安全问题,Safety,negative
Caoyang Rd feels safe and well managed today,Safety,positive
四平路站无障碍通道不好找,Accessibility,negative
乘客反馈已经收到,Other,neutral
曹杨路站广播太响，噪音很大 during rush hour,Noise,negative
老西门站人多到挤不上车,Crowding,negative
上海南站站今天晚点太严重了，影响通勤体验,Delay,negative
Shaanxi S. Rd was on time today for commuters,Delay,positive
South Shanghai Railway feels unsafe at the platform,Safety,negative
Siping Rd feels unsafe at the platform，影响通勤体验,Safety,negative
曹杨路站人流组织不好，存在安全问题 for commuters,Safety,negative
Jiangsu Rd is too noisy today，影响通勤体验,Noise,negative
浦东机场站人流组织不好，存在安全问题,Safety,negative
镇坪路站有一些乘客排队，请尽快处理,Other,neutral
Xujiahui has normal passenger flow today,Other,neutral
汉中路站今天人流顺畅 today,Crowding,positive
Pudong Intl Airport was on time today today,Delay,positive
Hanzhong Rd elevator is broken and not accessible today,Accessibility,negative
南京西路站人多到挤不上车 today,Crowding,negative
豫园站施工声音太吵，影响通勤体验,Noise,negative
Jing'an Temple feels safe and well managed，影响通勤体验,Safety,positive
宜山路站无障碍通道不好找 during rush hour,Accessibility,negative
陕西南路站今天很安静 during rush hour,Noise,positive
Yu Garden feels unsafe at the platform during rush hour,Safety,negative
Nanjing Rd (E) has normal passenger flow today，影响通勤体验,Other,neutral
Nanjing Rd (E) feels dirty today，请尽快处理,Cleanliness,negative
四平路站人流组织不好，存在安全问题 for commuters,Safety,negative
Hailun Rd is packed during rush hour,Crowding,negative
Xinzhuang is packed during rush hour during rush hour,Crowding,negative
老西门站电梯坏了，很不方便,Accessibility,negative
龙阳路站电梯坏了，很不方便，影响通勤体验,Accessibility,negative
Xinzhuang was quiet today，请尽快处理,Noise,positive
人民广场站今天很安静，影响通勤体验,Noise,positive
四平路站人多到挤不上车，请尽快处理,Crowding,negative
South Shanghai Railway was on time today,Delay,positive
老西门站今天晚点太严重了，请尽快处理,Delay,negative
老西门站施工声音太吵,Noise,negative
South Shanghai Railway was on time today，请尽快处理,Delay,positive
Xinzhuang has convenient accessibility today,Accessibility,positive
Hailun Rd was not crowded today for commuters,Crowding,positive
虹口足球场站无障碍通道不好找，请尽快处理,Accessibility,negative
静安寺站人多到挤不上车,Crowding,negative
Hanzhong Rd was not crowded today，请尽快处理,Crowding,positive
上海火车站站今天很安静，影响通勤体验,Noise,positive
Nanjing W. Rd is clean and comfortable during rush hour,Cleanliness,positive
Lujiazui has convenient accessibility for commuters,Accessibility,positive
Century Avenue is too noisy today，影响通勤体验,Noise,negative
Dashijie was on time today，请尽快处理,Delay,positive
Yishan Rd elevator is broken and not accessible for commuters,Accessibility,negative
Pudong Intl Airport feels unsafe at the platform today,Safety,negative
Jing'an Temple was quiet today,Noise,positive
陆家嘴站很干净 today,Cleanliness,positive
Lujiazui has convenient accessibility,Accessibility,positive
南京东路站电梯坏了，很不方便 during rush hour,Accessibility,negative
Laoximen is packed during rush hour during rush hour,Crowding,negative
镇坪路站电梯坏了，很不方便,Accessibility,negative
宜山路站人流组织不好，存在安全问题 today,Safety,negative
People's Square is packed during rush hour,Crowding,negative
Xinzhuang had a serious delay this morning during rush hour,Delay,negative
Changshu Rd is too noisy today，影响通勤体验,Noise,negative
Pudong Intl Airport feels safe and well managed today,Safety,positive
Nanjing W. Rd feels unsafe at the platform today,Safety,negative
Caoyang Rd feels unsafe at the platform for commuters,Safety,negative
四平路站秩序很好，很安全，影响通勤体验,Safety,positive
中山公园站有一些乘客排队,Other,neutral
Shanghai Railway Stn feels safe and well managed today,Safety,positive
海伦路站秩序很好，很安全 for commuters,Safety,positive
Jing'an Temple had a serious delay this morning today,Delay,negative
世纪大道站今天很安静,Noise,positive
中山公园站今天晚点太严重了，请尽快处理,Delay,negative
宜山路站秩序很好，很安全，请尽快处理,Safety,positive
陕西南路站广播太响，噪音很大 during rush hour,Noise,negative
Laoximen was not crowded today，请尽快处理,Crowding,positive
镇坪路站有一些乘客排队,Other,neutral
镇坪路站今天晚点太严重了 today,Delay,negative
虹口足球场站扶梯口推搡很危险 during rush hour,Safety,negative
Nanjing Rd (E) has normal passenger flow today during rush hour,Other,neutral
Hailun Rd has convenient accessibility,Accessibility,positive
People's Square is packed during rush hour during rush hour,Crowding,negative
老西门站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
老西门站今天人流顺畅，请尽快处理,Crowding,positive
汉中路站今天人流顺畅，请尽快处理,Crowding,positive
江苏路站有一些乘客排队，请尽快处理,Other,neutral
镇坪路站施工声音太吵 today,Noise,negative
豫园站无障碍通道不好找 during rush hour,Accessibility,negative
Pudong Intl Airport was quiet today today,Noise,positive
Xujiahui was not crowded today，请尽快处理,Crowding,positive
中山公园站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
上海南站站秩序很好，很安全，请尽快处理,Safety,positive
Dashijie was quiet today during rush hour,Noise,positive
豫园站电梯坏了，很不方便 for commuters,Accessibility,negative
Jiangsu Rd is clean and comfortable for commuters,Cleanliness,positive
浦东机场站无障碍通道不好找，影响通勤体验,Accessibility,negative
宜山路站广播太响，噪音很大，请尽快处理,Noise,negative
浦东机场站有一些乘客排队,Other,neutral
莘庄站人流组织不好，存在安全问题，请尽快处理,Safety,negative
莘庄站等了很久还是没有车，请尽快处理,Delay,negative
People's Square was quiet today,Noise,positive
中山公园站人流组织不好，存在安全问题，请尽快处理,Safety,negative
Zhongshan Park had a serious delay this morning，请尽快处理,Delay,negative
Lujiazui had a serious delay this morning during rush hour,Delay,negative
Dashijie was on time today for commuters,Delay,positive
陆家嘴站今天客流正常 today,Other,neutral
人民广场站等了很久还是没有车，影响通勤体验,Delay,negative
豫园站今天人流顺畅 for commuters,Crowding,positive
常熟路站秩序很好，很安全 today,Safety,positive
人民广场站今天客流正常 today,Other,neutral
虹桥火车站站有一些乘客排队 for commuters,Other,neutral
海伦路站扶梯口推搡很危险 during rush hour,Safety,negative
镇坪路站有异味，环境太差 during rush hour,Cleanliness,negative
Oriental Sports Ctr is clean and comfortable，影响通勤体验,Cleanliness,positive
Shaanxi S. Rd had a serious delay this morning，影响通勤体验,Delay,negative
general commuter feedback,Other,neutral
中山公园站广播太响，噪音很大，请尽快处理,Noise,negative
人民广场站电梯坏了，很不方便 today,Accessibility,negative
Xinzhuang is clean and comfortable today,Cleanliness,positive
中山公园站有异味，环境太差，影响通勤体验,Cleanliness,negative
大世界站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
东方体育中心站今天很安静，影响通勤体验,Noise,positive
Hailun Rd feels unsafe at the platform，请尽快处理,Safety,negative
东方体育中心站等了很久还是没有车，影响通勤体验,Delay,negative
Zhongshan Park is packed during rush hour,Crowding,negative
Oriental Sports Ctr feels dirty today,Cleanliness,negative
宜山路站今天晚点太严重了，请尽快处理,Delay,negative
Hanzhong Rd was quiet today,Noise,positive
People's Square was on time today for commuters,Delay,positive
人民广场站人流组织不好，存在安全问题，请尽快处理,Safety,negative
上海火车站站电梯坏了，很不方便 during rush hour,Accessibility,negative
龙阳路站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Century Avenue was quiet today,Noise,positive
海伦路站早高峰太挤了，影响通勤体验,Crowding,negative
浦东机场站今天人流顺畅，请尽快处理,Crowding,positive
Hongqiao Railway Stn was on time today during rush hour,Delay,positive
江苏路站人多到挤不上车，影响通勤体验,Crowding,negative
Yishan Rd was on time today，影响通勤体验,Delay,positive
Siping Rd is packed during rush hour，影响通勤体验,Crowding,negative
汉中路站今天很准时 today,Delay,positive
大世界站地面有垃圾，卫生不好 today,Cleanliness,negative
龙阳路站有异味，环境太差，影响通勤体验,Cleanliness,negative
中山公园站广播太响，噪音很大 for commuters,Noise,negative
静安寺站无障碍通道不好找 today,Accessibility,negative
Xinzhuang feels dirty today today,Cleanliness,negative
江苏路站广播太响，噪音很大，请尽快处理,Noise,negative
Oriental Sports Ctr feels safe and well managed for commuters,Safety,positive
宜山路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
海伦路站有异味，环境太差,Cleanliness,negative
Dashijie is too noisy today for commuters,Noise,negative
宜山路站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
Lujiazui was quiet today today,Noise,positive
镇坪路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
南京西路站今天晚点太严重了，影响通勤体验,Delay,negative
中山公园站今天晚点太严重了 for commuters,Delay,negative
Oriental Sports Ctr feels safe and well managed today,Safety,positive
Hongkou Stadium was quiet today during rush hour,Noise,positive
Jing'an Temple elevator is broken and not accessible,Accessibility,negative
Yu Garden feels dirty today,Cleanliness,negative
江苏路站无障碍通道不好找，影响通勤体验,Accessibility,negative
乘客反馈已经收到,Other,neutral
Hanzhong Rd feels safe and well managed，请尽快处理,Safety,positive
Jing'an Temple elevator is broken and not accessible for commuters,Accessibility,negative
Laoximen was not crowded today，影响通勤体验,Crowding,positive
徐家汇站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
Shaanxi S. Rd feels dirty today today,Cleanliness,negative
豫园站今天晚点太严重了，请尽快处理,Delay,negative
南京西路站有异味，环境太差 for commuters,Cleanliness,negative
中山公园站有异味，环境太差，影响通勤体验,Cleanliness,negative
海伦路站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
乘客反馈已经收到,Other,neutral
陆家嘴站早高峰太挤了 during rush hour,Crowding,negative
虹口足球场站扶梯口推搡很危险，请尽快处理,Safety,negative
上海火车站站人流组织不好，存在安全问题，影响通勤体验,Safety,negative
Laoximen was quiet today,Noise,positive
龙阳路站电梯方便，无障碍体验很好 today,Accessibility,positive
Jiangsu Rd has normal passenger flow today for commuters,Other,neutral
Dashijie had a serious delay this morning，请尽快处理,Delay,negative
四平路站电梯坏了，很不方便 for commuters,Accessibility,negative
Xujiahui is too noisy today，请尽快处理,Noise,negative
虹桥火车站站广播太响，噪音很大 for commuters,Noise,negative
Shanghai Railway Stn is too noisy today,Noise,negative
江苏路站人多到挤不上车，请尽快处理,Crowding,negative
上海南站站今天很准时,Delay,positive
莘庄站人多到挤不上车 today,Crowding,negative
东方体育中心站人多到挤不上车 today,Crowding,negative
虹口足球场站秩序很好，很安全 for commuters,Safety,positive
中山公园站等了很久还是没有车 today,Delay,negative
虹桥火车站站今天晚点太严重了 today,Delay,negative
镇坪路站等了很久还是没有车,Delay,negative
龙阳路站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
Xinzhuang elevator is broken and not accessible during rush hour,Accessibility,negative
Changshu Rd was on time today for commuters,Delay,positive
南京东路站等了很久还是没有车，请尽快处理,Delay,negative
曹杨路站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
陆家嘴站今天很安静，影响通勤体验,Noise,positive
龙阳路站无障碍通道不好找 for commuters,Accessibility,negative
South Shanghai Railway elevator is broken and not accessible,Accessibility,negative
Siping Rd was quiet today today,Noise,positive
浦东机场站有一些乘客排队，请尽快处理,Other,neutral
浦东机场站早高峰太挤了，影响通勤体验,Crowding,negative
海伦路站有异味，环境太差 during rush hour,Cleanliness,negative
Caoyang Rd has normal passenger flow today during rush hour,Other,neutral
Xinzhuang had a serious delay this morning during rush hour,Delay,negative
Zhenping Rd is clean and comfortable，请尽快处理,Cleanliness,positive
宜山路站施工声音太吵 today,Noise,negative
Zhenping Rd was not crowded today during rush hour,Crowding,positive
Century Avenue was not crowded today，影响通勤体验,Crowding,positive
宜山路站今天晚点太严重了 today,Delay,negative
龙阳路站人多到挤不上车，影响通勤体验,Crowding,negative
Changshu Rd is packed during rush hour,Crowding,negative
Caoyang Rd was quiet today，请尽快处理,Noise,positive
虹桥火车站站很干净，影响通勤体验,Cleanliness,positive
Shanghai Railway Stn was quiet today，影响通勤体验,Noise,positive
浦东机场站人多到挤不上车 today,Crowding,negative
Yishan Rd feels safe and well managed for commuters,Safety,positive
上海南站站人流组织不好，存在安全问题,Safety,negative
Century Avenue feels unsafe at the platform today,Safety,negative
莘庄站秩序很好，很安全 during rush hour,Safety,positive
Changshu Rd had a serious delay this morning during rush hour,Delay,negative
Jiangsu Rd has normal passenger flow today for commuters,Other,neutral
Xinzhuang has normal passenger flow today today,Other,neutral
莘庄站很干净 during rush hour,Cleanliness,positive
上海南站站秩序很好，很安全，请尽快处理,Safety,positive
People's Square was on time today，请尽快处理,Delay,positive
镇坪路站电梯坏了，很不方便 for commuters,Accessibility,negative
静安寺站今天很安静 during rush hour,Noise,positive
世纪大道站电梯坏了，很不方便,Accessibility,negative
Jiangsu Rd had a serious delay this morning，请尽快处理,Delay,negative
陆家嘴站今天很准时 during rush hour,Delay,positive
南京西路站今天客流正常,Other,neutral
Dashijie feels safe and well managed for commuters,Safety,positive
Hailun Rd feels unsafe at the platform,Safety,negative
People's Square was quiet today today,Noise,positive
海伦路站广播太响，噪音很大 for commuters,Noise,negative
豫园站人流组织不好，存在安全问题，请尽快处理,Safety,negative
Hongkou Stadium feels dirty today，影响通勤体验,Cleanliness,negative
江苏路站电梯方便，无障碍体验很好 for commuters,Accessibility,positive
常熟路站施工声音太吵，请尽快处理,Noise,negative
龙阳路站有一些乘客排队 today,Other,neutral
东方体育中心站今天人流顺畅,Crowding,positive
Nanjing W. Rd had a serious delay this morning,Delay,negative
镇坪路站电梯方便，无障碍体验很好,Accessibility,positive
general commuter feedback,Other,neutral
Zhongshan Park has normal passenger flow today，影响通勤体验,Other,neutral
Oriental Sports Ctr was on time today today,Delay,positive
Yishan Rd elevator is broken and not accessible today,Accessibility,negative
豫园站有异味，环境太差 today,Cleanliness,negative
镇坪路站等了很久还是没有车 today,Delay,negative
豫园站施工声音太吵，影响通勤体验,Noise,negative
Century Avenue is too noisy today，影响通勤体验,Noise,negative
Pudong Intl Airport has convenient accessibility during rush hour,Accessibility,positive
Hongqiao Railway Stn was quiet today for commuters,Noise,positive
中山公园站广播太响，噪音很大,Noise,negative
虹口足球场站有异味，环境太差，请尽快处理,Cleanliness,negative
陕西南路站早高峰太挤了,Crowding,negative
常熟路站今天客流正常 for commuters,Other,neutral
汉中路站等了很久还是没有车,Delay,negative
虹桥火车站站今天客流正常，请尽快处理,Other,neutral
Jiangsu Rd was on time today during rush hour,Delay,positive
Longyang Road feels dirty today，影响通勤体验,Cleanliness,negative
浦东机场站今天很准时,Delay,positive
南京东路站等了很久还是没有车 for commuters,Delay,negative
Nanjing Rd (E) has convenient accessibility,Accessibility,positive
汉中路站今天晚点太严重了 today,Delay,negative
Lujiazui feels unsafe at the platform today,Safety,negative
Dashijie is clean and comfortable during rush hour,Cleanliness,positive
宜山路站施工声音太吵，请尽快处理,Noise,negative
Lujiazui was quiet today for commuters,Noise,positive
Zhongshan Park is packed during rush hour for commuters,Crowding,negative
虹口足球场站等了很久还是没有车 during rush hour,Delay,negative
宜山路站广播太响，噪音很大 during rush hour,Noise,negative
老西门站早高峰太挤了 for commuters,Crowding,negative
豫园站等了很久还是没有车，影响通勤体验,Delay,negative
Century Avenue was not crowded today today,Crowding,positive
南京西路站今天晚点太严重了，请尽快处理,Delay,negative
人民广场站早高峰太挤了，影响通勤体验,Crowding,negative
南京东路站地面有垃圾，卫生不好 today,Cleanliness,negative
Xujiahui is clean and comfortable,Cleanliness,positive
曹杨路站扶梯口推搡很危险,Safety,negative
上海南站站等了很久还是没有车,Delay,negative
宜山路站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
陕西南路站有一些乘客排队,Other,neutral
虹口足球场站地面有垃圾，卫生不好 for commuters,Cleanliness,negative
曹杨路站地面有垃圾，卫生不好 during rush hour,Cleanliness,negative
上海火车站站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
Jiangsu Rd is packed during rush hour today,Crowding,negative
南京东路站今天很安静 during rush hour,Noise,positive
东方体育中心站有一些乘客排队 for commuters,Other,neutral
人民广场站电梯方便，无障碍体验很好 during rush hour,Accessibility,positive
Oriental Sports Ctr is too noisy today during rush hour,Noise,negative
世纪大道站等了很久还是没有车 during rush hour,Delay,negative
常熟路站早高峰太挤了，影响通勤体验,Crowding,negative
Jiangsu Rd is too noisy today during rush hour,Noise,negative
Nanjing W. Rd was on time today,Delay,positive
徐家汇站等了很久还是没有车 today,Delay,negative
Changshu Rd was on time today，请尽快处理,Delay,positive
Dashijie had a serious delay this morning for commuters,Delay,negative
Pudong Intl Airport has convenient accessibility，影响通勤体验,Accessibility,positive
上海南站站今天晚点太严重了，影响通勤体验,Delay,negative
Pudong Intl Airport is clean and comfortable，影响通勤体验,Cleanliness,positive
陕西南路站今天很安静 today,Noise,positive
莘庄站施工声音太吵 during rush hour,Noise,negative
龙阳路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
海伦路站今天很准时，影响通勤体验,Delay,positive
龙阳路站电梯坏了，很不方便 today,Accessibility,negative
Yishan Rd has convenient accessibility for commuters,Accessibility,positive
上海火车站站扶梯口推搡很危险，请尽快处理,Safety,negative
People's Square feels safe and well managed，影响通勤体验,Safety,positive
陕西南路站秩序很好，很安全 today,Safety,positive
镇坪路站施工声音太吵 during rush hour,Noise,negative
豫园站今天很准时,Delay,positive
四平路站有一些乘客排队 for commuters,Other,neutral
莘庄站今天人流顺畅，影响通勤体验,Crowding,positive
曹杨路站有异味，环境太差，影响通勤体验,Cleanliness,negative
Caoyang Rd feels dirty today during rush hour,Cleanliness,negative
虹口足球场站今天晚点太严重了 for commuters,Delay,negative
镇坪路站人多到挤不上车，影响通勤体验,Crowding,negative
豫园站有一些乘客排队，请尽快处理,Other,neutral
江苏路站广播太响，噪音很大，影响通勤体验,Noise,negative
上海南站站地面有垃圾，卫生不好,Cleanliness,negative
South Shanghai Railway feels dirty today，请尽快处理,Cleanliness,negative
陕西南路站广播太响，噪音很大,Noise,negative
Jing'an Temple feels safe and well managed，影响通勤体验,Safety,positive
浦东机场站等了很久还是没有车，影响通勤体验,Delay,negative
Yishan Rd had a serious delay this morning during rush hour,Delay,negative
四平路站等了很久还是没有车，影响通勤体验,Delay,negative
Zhongshan Park is too noisy today,Noise,negative
Zhongshan Park has convenient accessibility for commuters,Accessibility,positive
Century Avenue feels unsafe at the platform，请尽快处理,Safety,negative
Jiangsu Rd was not crowded today，影响通勤体验,Crowding,positive
南京东路站电梯方便，无障碍体验很好，影响通勤体验,Accessibility,positive
Zhenping Rd is clean and comfortable for commuters,Cleanliness,positive
People's Square feels unsafe at the platform，请尽快处理,Safety,negative
上海火车站站等了很久还是没有车,Delay,negative
上海南站站有一些乘客排队,Other,neutral
静安寺站无障碍通道不好找 for commuters,Accessibility,negative
静安寺站很干净，影响通勤体验,Cleanliness,positive
镇坪路站今天晚点太严重了，影响通勤体验,Delay,negative
Hailun Rd was not crowded today for commuters,Crowding,positive
中山公园站地面有垃圾，卫生不好，请尽快处理,Cleanliness,negative
东方体育中心站今天人流顺畅 today,Crowding,positive
浦东机场站地面有垃圾，卫生不好，影响通勤体验,Cleanliness,negative
东方体育中心站人流组织不好，存在安全问题，请尽快处理,Safety,negative
Longyang Road was on time today，请尽快处理,Delay,positive
江苏路站有一些乘客排队,Other,neutral
Xinzhuang is too noisy today for commuters,Noise,negative
江苏路站很干净，影响通勤体验,Cleanliness,positive
Changshu Rd has normal passenger flow today，请尽快处理,Other,neutral
豫园站有异味，环境太差 for commuters,Cleanliness,negative
上海南站站今天客流正常,Other,neutral
Siping Rd elevator is broken and not accessible today,Accessibility,negative
Hongqiao Railway Stn was quiet today during rush hour,Noise,positive
虹桥火车站站今天很安静,Noise,positive
Yu Garden is packed during rush hour，请尽快处理,Crowding,negative
People's Square is clean and comfortable，请尽快处理,Cleanliness,positive
Shaanxi S. Rd has normal passenger flow today today,Other,neutral
Hailun Rd feels unsafe at the platform,Safety,negative
虹桥火车站站很干净 during rush hour,Cleanliness,positive
Nanjing Rd (E) has convenient accessibility，影响通勤体验,Accessibility,positive
上海火车站站人多到挤不上车，影响通勤体验,Crowding,negative
Yu Garden has convenient accessibility today,Accessibility,positive
Nanjing W. Rd is clean and comfortable for commuters,Cleanliness,positive
Nanjing W. Rd is packed during rush hour，请尽快处理,Crowding,negative
上海南站站早高峰太挤了,Crowding,negative
陕西南路站有一些乘客排队，请尽快处理,Other,neutral
四平路站今天很准时 during rush hour,Delay,positive
海伦路站早高峰太挤了 today,Crowding,negative
镇坪路站广播太响，噪音很大,Noise,negative
Caoyang Rd feels dirty today today,Cleanliness,negative
老西门站今天人流顺畅 today,Crowding,positive
静安寺站今天客流正常，影响通勤体验,Other,neutral
豫园站秩序很好，很安全，影响通勤体验,Safety,positive
Changshu Rd elevator is broken and not accessible for commuters,Accessibility,negative
Shaanxi S. Rd feels unsafe at the platform today,Safety,negative
徐家汇站今天很安静，请尽快处理,Noise,positive
龙阳路站今天很准时 for commuters,Delay,positive
中山公园站电梯坏了，很不方便 for commuters,Accessibility,negative
